File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF941QXT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR073TPC	TF ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										CTCF-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF955MBV/, /files/ENCFF428IRG/, /files/ENCFF356LFX/	666108	ENCODE Processing Pipeline	2073ac045bb11fecba31cfe66399ff5d		https://www.encodeproject.org/files/ENCFF941QXT/@@download/ENCFF941QXT.bed.gz				released	s3://encode-public/2020/09/24/d194aa4b-ac25-42dc-96c5-7fe3ee654300/ENCFF941QXT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/d194aa4b-ac25-42dc-96c5-7fe3ee654300/ENCFF941QXT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking		
ENCFF760SZD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR716SJK	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100.0 nM	15.0 minute							JUN-human	DNA				formaldehyde		2017-10-19	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF356LFX/, /files/ENCFF184DZM/, /files/ENCFF640NAZ/, /files/ENCFF812MKI/, /files/ENCFF047PZM/, /files/ENCFF156WXQ/, /files/ENCFF746SOM/	868317	ENCODE Processing Pipeline	e9661aaf03997cdde89fcaffa43fc75b		https://www.encodeproject.org/files/ENCFF760SZD/@@download/ENCFF760SZD.bed.gz				released	s3://encode-public/2021/01/02/9e94edff-e71a-49a8-8299-6fac38be6f18/ENCFF760SZD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/9e94edff-e71a-49a8-8299-6fac38be6f18/ENCFF760SZD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF198NGY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR972CVS	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2004/'], '@type': ['Target', 'Item'], 'name': 'ELK3-human', 'label': 'ELK3', '@id': '/targets/ELK3-human/', 'title': 'ELK3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'd4fc6659-38e3-4971-b1f0-bc04e18afc51', 'status': 'released'}				ELK3-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF820OZZ/, /files/ENCFF174OKT/, /files/ENCFF745ZHC/	29785	ENCODE Processing Pipeline	91e2d481c44a3f933119331eb7f5f9ea		https://www.encodeproject.org/files/ENCFF198NGY/@@download/ENCFF198NGY.bed.gz				released	s3://encode-public/2020/07/01/8a98f2ba-3053-409f-a55d-fbe5f8f46498/ENCFF198NGY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/01/8a98f2ba-3053-409f-a55d-fbe5f8f46498/ENCFF198NGY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF082LHQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR628MQN	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100.0 nM	20.0 minute							JUN-human	DNA				formaldehyde		2017-10-19	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF662ZRN/, /files/ENCFF128JOT/, /files/ENCFF445FJJ/, /files/ENCFF197GPY/, /files/ENCFF356LFX/, /files/ENCFF039AJV/, /files/ENCFF563WYI/	1024054	ENCODE Processing Pipeline	ab4637ef47017f9bbe397509be5b2f41		https://www.encodeproject.org/files/ENCFF082LHQ/@@download/ENCFF082LHQ.bed.gz				released	s3://encode-public/2021/01/02/571954b5-d2c0-459a-93d3-b70bf86890a8/ENCFF082LHQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/571954b5-d2c0-459a-93d3-b70bf86890a8/ENCFF082LHQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF329CUQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR192PBJ	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens										JUN-human	DNA				formaldehyde		2017-10-19	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF534UWH/, /files/ENCFF521PBZ/, /files/ENCFF439UUO/, /files/ENCFF356LFX/, /files/ENCFF928UTV/, /files/ENCFF782UQO/, /files/ENCFF690PEG/	684684	ENCODE Processing Pipeline	2c2d12ddff4e62ceef82b96325bdd7b9		https://www.encodeproject.org/files/ENCFF329CUQ/@@download/ENCFF329CUQ.bed.gz				released	s3://encode-public/2020/12/31/34390dba-c5af-4494-ab01-8af5e26a3072/ENCFF329CUQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/31/34390dba-c5af-4494-ab01-8af5e26a3072/ENCFF329CUQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF537HHU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR870YEN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/54925/'], '@type': ['Target', 'Item'], 'name': 'ZSCAN32-human', 'label': 'ZSCAN32', '@id': '/targets/ZSCAN32-human/', 'title': 'ZSCAN32 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '8b7418fe-36a2-440a-be96-eba3cfa1f612', 'status': 'released'}				ZSCAN32-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF450DPE/, /files/ENCFF358OVH/, /files/ENCFF356LFX/	83811	ENCODE Processing Pipeline	1929de42f3669816f04c675a97584442		https://www.encodeproject.org/files/ENCFF537HHU/@@download/ENCFF537HHU.bed.gz				released	s3://encode-public/2020/07/04/223cbcb9-0a64-426e-9f58-82b68ffcc752/ENCFF537HHU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/04/223cbcb9-0a64-426e-9f58-82b68ffcc752/ENCFF537HHU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF361TSX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR857QEA	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100.0 nM	5.0 minute							NR3C1-human	DNA				formaldehyde		2017-10-19	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF356LFX/, /files/ENCFF922NWK/, /files/ENCFF912MTD/, /files/ENCFF536HOU/, /files/ENCFF138DZC/, /files/ENCFF362KAE/, /files/ENCFF283BWH/	562478	ENCODE Processing Pipeline	83d0718978fc988c95987e2621f7f4ec		https://www.encodeproject.org/files/ENCFF361TSX/@@download/ENCFF361TSX.bed.gz				released	s3://encode-public/2021/01/06/3b476a85-d000-4911-a7ee-eb89130410e3/ENCFF361TSX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/3b476a85-d000-4911-a7ee-eb89130410e3/ENCFF361TSX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF942YLA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR604CKQ	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100.0 nM	25.0 minute							JUN-human	DNA				formaldehyde		2017-10-19	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF344DIT/, /files/ENCFF572MDK/, /files/ENCFF212OEA/, /files/ENCFF270AXG/, /files/ENCFF356LFX/, /files/ENCFF765QSZ/, /files/ENCFF496UXA/	1102059	ENCODE Processing Pipeline	bf0e73dcd8d62dde8fb294fa9832017d		https://www.encodeproject.org/files/ENCFF942YLA/@@download/ENCFF942YLA.bed.gz				released	s3://encode-public/2021/01/02/b1fe3c78-9797-4ff9-9d04-6a4b5971a27f/ENCFF942YLA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/b1fe3c78-9797-4ff9-9d04-6a4b5971a27f/ENCFF942YLA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF738IQL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR492FKD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-896'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/113835/'], '@type': ['Target', 'Item'], 'name': 'ZNF257-human', 'label': 'ZNF257', '@id': '/targets/ZNF257-human/', 'title': 'ZNF257 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '825376ef-b2b4-4a04-8669-9f1c2f2bd99c', 'status': 'released'}				ZNF257-human	DNA						2021-01-06	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_2, 2_2							/files/ENCFF356LFX/, /files/ENCFF840PAF/, /files/ENCFF174OKT/, /files/ENCFF122YSZ/	80243	ENCODE Processing Pipeline	9ded87530e17040c7f08d09d0028047e		https://www.encodeproject.org/files/ENCFF738IQL/@@download/ENCFF738IQL.bed.gz				released	s3://encode-public/2020/11/11/2b00bba6-a9dd-41e6-a204-66c5c994a3fc/ENCFF738IQL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/11/2b00bba6-a9dd-41e6-a204-66c5c994a3fc/ENCFF738IQL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	matching md5 sums, mild to moderate bottlenecking, moderate library complexity		
ENCFF035QJG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR226NRS	TF ChIP-seq	/human-donors/ENCDO000ABD/	EFO:0003072	SK-N-SH	cell line	Homo sapiens	all-trans-retinoic acid	6 μM	48 hour	CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-954'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84969/'], '@type': ['Target', 'Item'], 'name': 'TOX2-human', 'label': 'TOX2', '@id': '/targets/TOX2-human/', 'title': 'TOX2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '182f37b0-9069-493d-9483-6a4c0a2210ca', 'status': 'released'}				TOX2-human	DNA				formaldehyde		2020-07-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF214PRE/, /files/ENCFF659TWO/, /files/ENCFF667SKH/, /files/ENCFF356LFX/	147832	ENCODE Processing Pipeline	e7c1e0b266a32d75abf86e32665a9517		https://www.encodeproject.org/files/ENCFF035QJG/@@download/ENCFF035QJG.bed.gz				released	s3://encode-public/2020/07/06/e293343a-2a50-4edb-b734-217944f55ec8/ENCFF035QJG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/06/e293343a-2a50-4edb-b734-217944f55ec8/ENCFF035QJG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF585SZT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR843QIL	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55210/'], '@type': ['Target', 'Item'], 'name': 'ATAD3A-human', 'label': 'ATAD3A', '@id': '/targets/ATAD3A-human/', 'title': 'ATAD3A (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'd41d5853-c409-4d4e-a427-73cc330dd242', 'status': 'released'}				ATAD3A-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF155OPU/, /files/ENCFF663EPW/, /files/ENCFF356LFX/	35712	ENCODE Processing Pipeline	af090464c95903708b6b0af520fe10f1		https://www.encodeproject.org/files/ENCFF585SZT/@@download/ENCFF585SZT.bed.gz				released	s3://encode-public/2020/07/02/aad2cad8-0ff1-4e32-b1a9-ce6b279334e9/ENCFF585SZT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/02/aad2cad8-0ff1-4e32-b1a9-ce6b279334e9/ENCFF585SZT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF927NEU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR783EPA	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9519/'], '@type': ['Target', 'Item'], 'name': 'TBPL1-human', 'label': 'TBPL1', '@id': '/targets/TBPL1-human/', 'title': 'TBPL1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '982480db-eb5a-412e-90e0-1dc1583b0658', 'status': 'released'}				TBPL1-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF409OYO/, /files/ENCFF356LFX/, /files/ENCFF174OKT/, /files/ENCFF393BEQ/	111530	ENCODE Processing Pipeline	45cf9da8056e6ec0230767e76d77c9bc		https://www.encodeproject.org/files/ENCFF927NEU/@@download/ENCFF927NEU.bed.gz				released	s3://encode-public/2020/07/03/b03ed167-9537-40ef-a78e-f7bd90340206/ENCFF927NEU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/03/b03ed167-9537-40ef-a78e-f7bd90340206/ENCFF927NEU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance, low read depth		
ENCFF333SWC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR460YAM	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:SP1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6667/'], '@type': ['Target', 'Item'], 'label': 'SP1', 'title': 'SP1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'adb7d5ed-d657-4249-830c-ec2731175a83', 'schema_version': '14', 'name': 'SP1-human', '@id': '/targets/SP1-human/', 'status': 'released'}				SP1-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF021FFV/, /files/ENCFF839JDE/	276914	ENCODE Processing Pipeline	f3058c6f88c9d410a870bfd2d55d9a71		https://www.encodeproject.org/files/ENCFF333SWC/@@download/ENCFF333SWC.bed.gz				released	s3://encode-public/2020/07/06/7787f208-8cad-4a37-93b1-5a3f2f6969c0/ENCFF333SWC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/06/7787f208-8cad-4a37-93b1-5a3f2f6969c0/ENCFF333SWC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF407EUM	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR471EKW	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100.0 nM	10.0 minute							NR3C1-human	DNA				formaldehyde		2017-10-19	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF440AXP/, /files/ENCFF563UJK/, /files/ENCFF713JIU/, /files/ENCFF797ZYM/, /files/ENCFF337EKS/, /files/ENCFF356LFX/, /files/ENCFF658IOU/	717079	ENCODE Processing Pipeline	ae26a816fcf2b73e4a70751565ec6a42		https://www.encodeproject.org/files/ENCFF407EUM/@@download/ENCFF407EUM.bed.gz				released	s3://encode-public/2021/01/02/581f3811-d474-4821-bda8-8fdca38e26ea/ENCFF407EUM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/581f3811-d474-4821-bda8-8fdca38e26ea/ENCFF407EUM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF331QMY	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR756CJS	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/342892/'], '@type': ['Target', 'Item'], 'name': 'ZNF850-human', 'label': 'ZNF850', '@id': '/targets/ZNF850-human/', 'title': 'ZNF850 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'b9572112-c04c-4720-bc21-7e1b2a43f667', 'status': 'released'}				ZNF850-human	DNA				formaldehyde		2021-08-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF592TYT/, /files/ENCFF148IDM/, /files/ENCFF738GZI/	101157	ENCODE Processing Pipeline	5c3a113bb9be776d742f40ab3ed48bbd		https://www.encodeproject.org/files/ENCFF331QMY/@@download/ENCFF331QMY.bed.gz				released	s3://encode-public/2021/08/02/d4e8f759-bf2a-48b4-9d6f-62990dd0d154/ENCFF331QMY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/08/02/d4e8f759-bf2a-48b4-9d6f-62990dd0d154/ENCFF331QMY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF215GPK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR321VGW	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:ELF1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1997/'], '@type': ['Target', 'Item'], 'label': 'ELF1', 'title': 'ELF1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '40057629-9f8d-4812-ac11-7bcb4df4374d', 'schema_version': '14', 'name': 'ELF1-human', '@id': '/targets/ELF1-human/', 'status': 'released'}				ELF1-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF723HPB/, /files/ENCFF576IMM/, /files/ENCFF383SWQ/	384404	ENCODE Processing Pipeline	b3bf8446bac248c1508812d07cc0b1c8		https://www.encodeproject.org/files/ENCFF215GPK/@@download/ENCFF215GPK.bed.gz				released	s3://encode-public/2020/07/02/9335da8a-8727-46a0-92a4-37f667ef848f/ENCFF215GPK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/02/9335da8a-8727-46a0-92a4-37f667ef848f/ENCFF215GPK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF132DPY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR579YNY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:ZBTB40'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9923/'], '@type': ['Target', 'Item'], 'label': 'ZBTB40', 'title': 'ZBTB40 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '5cccde1a-bf5f-4935-9e5e-52ae495b02e5', 'schema_version': '14', 'name': 'ZBTB40-human', '@id': '/targets/ZBTB40-human/', 'status': 'released'}				ZBTB40-human	DNA				formaldehyde		2022-03-28	ENCODE		sonication (generic)		1, 2	1_2, 2_2							/files/ENCFF356LFX/, /files/ENCFF165IUL/, /files/ENCFF484UZA/, /files/ENCFF198XCA/	94612	ENCODE Processing Pipeline	90e0215e2c43ed94902b93d6eb4ade9b		https://www.encodeproject.org/files/ENCFF132DPY/@@download/ENCFF132DPY.bed.gz				released	s3://encode-public/2022/02/07/075d1d10-566d-4362-88ac-6add4ecce134/ENCFF132DPY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/07/075d1d10-566d-4362-88ac-6add4ecce134/ENCFF132DPY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF434STO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR963EQY	TF ChIP-seq	/human-donors/ENCDO882UJI/	EFO:0009747	WTC11	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7376/'], '@type': ['Target', 'Item'], 'name': 'NR1H2-human', 'label': 'NR1H2', '@id': '/targets/NR1H2-human/', 'title': 'NR1H2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '9307f443-b24c-468f-9b28-51e667612431', 'status': 'released'}				NR1H2-human	DNA				formaldehyde		2021-08-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF602KQD/, /files/ENCFF532UVE/, /files/ENCFF595KPG/	21725	ENCODE Processing Pipeline	8f4350d63def4fdfb433c319f53e2bc5		https://www.encodeproject.org/files/ENCFF434STO/@@download/ENCFF434STO.bed.gz				released	s3://encode-public/2021/08/02/345e96e5-43e9-4766-83f7-701811da042d/ENCFF434STO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/08/02/345e96e5-43e9-4766-83f7-701811da042d/ENCFF434STO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, missing genetic modification reagents		
